policy,training_seed,ensemble_seed,episode_seed,attempted_pairs,retained_pairs,excluded_nonfinite_pairs,terminated,truncated,qualifies,zero_variance,spearman_rho,uncertainty_median,error_median
A3,0,0,60058,63,63,0,True,False,True,False,0.21308563748079878,4.207256281071011,11.665008106330852
A3,0,0,60059,48,48,0,True,False,True,False,0.31708640903169777,5.373635346678356,6.669602716338069
A3,0,0,60060,134,134,0,True,False,True,False,0.14143069115575008,4.314464073205928,25.818879166725164
A3,0,0,60061,45,45,0,True,False,True,False,0.3071146245059288,3.8025277430500073,13.404659890007848
A3,0,0,60062,84,84,0,True,False,True,False,0.13226688265667713,2.8120396062516804,3.622950902384184
A3,0,0,60063,53,53,0,True,False,True,False,0.4638767940654733,5.052763720465681,7.295180919223263
A3,0,0,60064,39,39,0,True,False,True,False,-0.029554655870445347,4.253032688345798,8.23847500793501
A3,0,0,60065,65,65,0,True,False,True,False,0.7618444055944056,7.016374453667076,11.29081826846928
A3,0,0,60066,69,69,0,True,False,True,False,0.10423821702594083,5.957607777173008,10.336824712175714
A3,0,0,60067,60,60,0,True,False,True,False,-0.0763545429285913,3.895227139885855,7.4881203521144
A3,0,0,60068,56,56,0,True,False,True,False,0.4004101161995899,5.497067295843742,16.997920417897074
A3,0,0,60069,250,250,0,False,True,True,False,-0.4790165602649642,4.873582779995955,7.98548578797713
A3,0,0,60070,66,66,0,True,False,True,False,-0.30462373447448077,4.208425471398132,8.739013090230147
A3,0,0,60071,250,250,0,False,True,True,False,-0.42727557240915853,3.64296584533483,5.335581069376392
A3,0,0,60072,44,44,0,True,False,True,False,0.429598308668076,3.2339699269568456,10.363296975379953
A3,0,0,60073,250,250,0,False,True,True,False,-0.3832388937392728,4.26208976774532,4.992059405845316
A3,0,0,60074,68,68,0,True,False,True,False,0.6192312096804977,5.016564027521543,21.417039701695636
A3,0,0,60075,250,250,0,False,True,True,False,-0.21757826525224402,4.0408347083443115,2.930579949005016
A3,0,0,60076,43,43,0,True,False,True,False,0.41467834491090305,4.350080604652581,7.282638920786019
A3,0,0,60077,54,54,0,True,False,True,False,0.21959214789403467,5.5206501246984985,12.12660864321824
A3,0,0,60078,99,99,0,True,False,True,False,0.6347309833024118,3.091533488642547,18.362214077426962
A3,0,0,60079,63,63,0,True,False,True,False,0.6989727342549924,5.395019815349616,5.787638277433875
A3,0,0,60080,88,88,0,True,False,True,False,0.10057764784614844,3.308855971261208,12.836803348754477
A3,0,0,60081,250,250,0,False,True,True,False,0.6087783804540872,3.7980656788529377,4.775276226963522
A3,0,0,60082,36,36,0,True,False,True,False,-0.02625482625482626,3.682655037080078,8.124856749721243
A3,0,0,60083,56,56,0,True,False,True,False,0.5196172248803829,2.8969968175949354,9.151658689122026
A3,0,0,60084,87,87,0,True,False,True,False,0.10877013924327475,2.866773233721194,16.992865989580196
A3,0,0,60085,42,42,0,True,False,True,False,-0.1409124058017989,3.5478122965262284,15.143365892103475
A3,0,0,60086,250,250,0,False,True,True,False,0.4698304968955595,2.139407691129053,3.5800097902696746
A3,0,0,60087,56,56,0,True,False,True,False,0.43021189336978816,5.491160934037372,9.213484522254568
A3,0,0,60088,54,54,0,True,False,True,False,0.5251381741947778,6.077529182010853,13.837186195117047
A3,0,0,60089,250,250,0,False,True,True,False,-0.10903892862285797,4.3520668112611665,6.534662052304194
A3,0,0,60090,48,48,0,True,False,True,False,0.2072297003907946,4.9364613036872855,14.194543087506709
A3,0,0,60091,72,72,0,True,False,True,False,0.6262460608399255,2.8417037030441383,7.751507550055708
A3,0,0,60092,50,50,0,True,False,True,False,0.0588235294117647,4.910664596456451,11.94028764047668
A3,0,0,60093,55,55,0,True,False,True,False,0.5556277056277058,2.871996097090641,6.734834915871644
A3,0,0,60094,250,250,0,False,True,True,False,-0.20365076242044228,4.102218504141942,7.24349434405549
A3,0,0,60095,250,250,0,False,True,True,False,0.4404732396639978,3.3421734193032338,9.020877473202752
A3,0,0,60096,35,35,0,True,False,True,False,0.2851540616246499,3.686317715563955,9.132183379551421
A3,0,0,60097,78,78,0,True,False,True,False,0.36347197106690776,3.8846609790211026,9.722507787027595
A3,0,0,60098,250,250,0,False,True,True,False,-0.0779723900925603,1.9391451504700972,15.445068165027838
A3,0,0,60099,42,42,0,True,False,True,False,0.3350619884936391,5.68748580905851,12.744336994543419
A3,1,1,60000,250,250,0,False,True,True,False,0.005167570681130897,5.938820262026304,7.02565260316206
A3,1,1,60001,250,250,0,False,True,True,False,0.9069322709163345,5.0943344008513325,2.829552582710768
A3,1,1,60002,250,250,0,False,True,True,False,0.01632141314261028,5.547868823475763,24.305163858504756
A3,1,1,60003,63,63,0,True,False,True,False,0.46183755760368667,5.909941355096113,11.417651188584827
A3,1,1,60004,43,43,0,True,False,True,False,0.4183026276049532,4.956804785088761,29.743192347821537
A3,1,1,60005,72,72,0,True,False,True,False,0.4526657662872211,3.4297259374021882,34.05338021810503
A3,1,1,60006,65,65,0,True,False,True,False,0.6005681818181818,6.338298697453738,14.214783037365525
A3,1,1,60007,250,250,0,False,True,True,False,0.8227719483511736,4.746032231640607,3.1455085969194982
A3,1,1,60008,58,58,0,True,False,True,False,0.7361961303023778,4.321675731962858,14.334067115741234
A3,1,1,60009,250,250,0,False,True,True,False,0.5124358469735515,1.4779317166397519,6.272941499088325
A3,1,1,60010,250,250,0,False,True,True,False,0.5017361954510586,4.8469893581018395,5.767617476273112
A3,1,1,60011,47,47,0,True,False,True,False,0.7595975948196114,3.7191386901176626,15.144752626183605
A3,1,1,60012,56,56,0,True,False,True,False,0.7799726589200274,4.4552240487154,7.841470392232263
A3,1,1,60013,58,58,0,True,False,True,False,0.1636162293518718,3.2030362901256324,14.118361050141186
A3,1,1,60014,250,250,0,False,True,True,False,-0.10840224643594296,1.4410938326125944,1.4221944901948054
A3,1,1,60015,76,76,0,True,False,True,False,0.7793848257006152,5.645612755100153,21.30942204349102
A3,1,1,60016,54,54,0,True,False,True,False,0.4370116256908709,2.370880484751093,8.060560222008043
A3,1,1,60017,70,70,0,True,False,True,False,0.7014784358323856,6.884562476511869,6.867026954851653
A3,1,1,60018,250,250,0,False,True,True,False,-0.08839629434070945,5.835351392308985,6.22814172218447
A3,1,1,60019,250,250,0,False,True,True,False,0.6990694953332813,5.700076599476736,2.8341503726719215
A3,1,1,60020,51,51,0,True,False,True,False,0.24425339366515836,5.518090639410047,7.967819881484041
A3,1,1,60021,250,250,0,False,True,True,False,0.7089127267148839,3.018554571306554,4.331952665052751
A3,1,1,60022,80,80,0,True,False,True,False,0.7685185185185186,6.659543313209877,7.598445517448145
A3,1,1,60023,250,250,0,False,True,True,False,0.1334660203327752,2.2525485621492534,57.84624305488656
A3,1,1,60024,250,250,0,False,True,True,False,0.8008498055968896,2.5072613888011395,3.9979129945430483
A3,1,1,60025,250,250,0,False,True,True,False,-0.06905928094849516,4.275483019603692,14.763718082879166
A3,1,1,60026,52,52,0,True,False,True,False,-0.18381285750875098,4.687763786823093,6.318007516530773
A3,1,1,60027,52,52,0,True,False,True,False,0.34372065226671217,3.2540803212213474,6.42505162016665
A3,1,1,60028,46,46,0,True,False,True,False,0.15448658649398705,3.6966105659045096,7.581529845006628
A3,1,1,60029,73,73,0,True,False,True,False,0.012001727755152415,6.373348777259917,18.017369915595772
A3,1,1,60030,46,46,0,True,False,True,False,0.5807585568917668,3.6384378268601725,7.482959551104052
A3,1,1,60031,74,74,0,True,False,True,False,0.3733876342095519,4.190025212911205,5.878672438820309
A3,1,1,60032,250,250,0,False,True,True,False,-0.029177938847021547,2.9795001835935144,13.170512224954404
A3,1,1,60033,67,67,0,True,False,True,False,-0.1628621597892889,5.960455267959575,13.262644786207904
A3,1,1,60034,61,61,0,True,False,True,False,0.6129032258064515,4.701554625414094,14.859086290043994
A3,1,1,60035,250,250,0,False,True,True,False,0.6022134114145825,3.8062531707243803,10.254070061870213
A3,1,1,60036,89,89,0,True,False,True,False,0.19656111678583593,5.807557098565828,14.671387495919715
A3,1,1,60037,57,57,0,True,False,True,False,0.7096188747731398,7.353271550846093,27.035759294885338
A3,1,1,60038,250,250,0,False,True,True,False,0.5698132770124321,5.099881094058697,6.30028037355391
A3,1,1,60039,250,250,0,False,True,True,False,0.5119172878658099,4.588325252689018,7.616766929807999
A3,1,1,60040,69,69,0,True,False,True,False,0.5123858238947753,5.3790166043126995,2.869573287684698
A3,1,1,60041,64,64,0,True,False,True,False,0.308470695970696,3.947005221739427,6.66980484779684
A3,1,1,60042,250,250,0,False,True,True,False,0.17911666264741402,2.1960767243429427,3.4767464888600697
A3,1,1,60043,77,77,0,True,False,True,False,0.2540354382459646,3.3138651305725335,8.115540393548669
A3,1,1,60044,250,250,0,False,True,True,False,0.23917784284548552,6.063449890532618,30.384767197322397
A3,1,1,60045,77,77,0,True,False,True,False,0.7947841632052158,7.1620938100738085,5.540137046863113
A3,1,1,60046,61,61,0,True,False,True,False,0.6578001057641458,8.288670839908098,17.556517615047753
A3,1,1,60047,50,50,0,True,False,True,False,0.41944777911164466,5.212844888709597,8.482268593991119
A3,1,1,60048,47,47,0,True,False,True,False,0.13193802035152638,2.8431227651453863,11.692861702171552
A3,1,1,60049,36,36,0,True,False,True,False,0.22471042471042474,3.024387513982803,4.778791114561316
A3,1,1,60050,47,47,0,True,False,True,False,-0.26954209065679924,4.747280769057209,11.813109643849842
A3,1,1,60051,72,72,0,True,False,True,False,0.008006945784294811,3.125934824577964,10.216719636204864
A3,1,1,60052,250,250,0,False,True,True,False,0.32085716331919434,5.453017290629803,4.049880990970885
A3,1,1,60053,250,250,0,False,True,True,False,0.25552575241203856,1.5980186890024615,9.696418582370718
A3,1,1,60054,66,66,0,True,False,True,False,0.34891973697943857,5.6459009324636344,27.078710908158676
A3,1,1,60055,81,81,0,True,False,True,False,0.6548780487804878,5.225496029381319,23.11440950986284
A3,1,1,60056,250,250,0,False,True,True,False,0.5779707794141997,4.143520332656648,7.133955442711651
A3,1,1,60057,250,250,0,False,True,True,False,-0.3005547545825917,3.4741137900678005,11.770866562392069
A3,1,1,60058,77,77,0,True,False,True,False,0.5903833009096167,3.738229371930985,6.604119226656007
A3,1,1,60059,50,50,0,True,False,True,False,0.08629051620648259,7.628293065738816,10.362818698326908
A3,1,1,60060,128,128,0,True,False,True,False,0.2538683391320271,9.602148717596194,19.508261097578817
A3,1,1,60061,34,34,0,True,False,True,False,0.26142093200916733,3.3211211043439333,14.068089959455435
A3,1,1,60062,56,56,0,True,False,True,False,0.6643882433356119,5.996060893696757,7.089694466505414
A3,1,1,60063,59,59,0,True,False,True,False,0.5463471654003508,4.631101899021402,9.759505052493004
A3,1,1,60064,49,49,0,True,False,True,False,-0.5459183673469388,3.9083931437450596,11.403871658929953
A3,1,1,60065,250,250,0,False,True,True,False,0.6584326789228627,4.97770302738628,0.7898103145503017
A3,1,1,60066,76,76,0,True,False,True,False,0.4260013670539986,4.293807285502103,5.637130901205586
A3,1,1,60067,65,65,0,True,False,True,False,0.38959790209790207,3.703676413898716,8.735118517058282
A3,1,1,60068,86,86,0,True,False,True,False,0.4765790839190527,5.463282879247181,10.874393961616118
A3,1,1,60069,250,250,0,False,True,True,False,0.0423332213315413,5.055668832532665,5.314615752131145
A3,1,1,60070,75,75,0,True,False,True,False,0.056159317211948785,2.55619594510023,7.797801823378328
A3,1,1,60071,121,121,0,True,False,True,False,0.11291152960303479,3.464246799308419,1.8598098475120162
A3,1,1,60072,250,250,0,False,True,True,False,-0.016492002848567486,1.4828637497144723,0.5390496191657481
A3,1,1,60073,30,30,0,True,False,True,False,0.5737486095661846,3.537148305317454,5.116414152247081
A3,1,1,60074,59,59,0,True,False,True,False,0.5630040911747517,6.49341443261206,21.620123177678916
A3,1,1,60075,250,250,0,False,True,True,False,0.514417132210332,6.095017316916737,2.4930224941054293
A3,1,1,60076,55,55,0,True,False,True,False,0.5142135642135643,4.437669662447218,7.417419187208629
A3,1,1,60077,250,250,0,False,True,True,False,-0.029033552536840587,4.560729911770715,12.120184761919296
A3,1,1,60078,75,75,0,True,False,True,False,0.718605974395448,3.6267119160985124,14.231853603559713
A3,1,1,60079,117,117,0,True,False,True,False,0.795621094276851,5.866635958841427,3.7881872111923807
A3,1,1,60080,250,250,0,False,True,True,False,-0.06084078145250323,2.0566453265245315,10.169366131127589
A3,1,1,60081,250,250,0,False,True,True,False,0.8222504680074879,5.015368540931499,5.182489067137871
A3,1,1,60082,250,250,0,False,True,True,False,0.4595805864869116,1.548799141031661,6.99719097812922
A3,1,1,60083,62,62,0,True,False,True,False,0.49338974087784243,2.831653929741231,7.782561373476258
A3,1,1,60084,80,80,0,True,False,True,False,0.6840834505391468,3.189569162163078,14.518788580990787
A3,1,1,60085,250,250,0,False,True,True,False,0.6950676330821293,1.5423436242485824,6.9566229425847865
A3,1,1,60086,50,50,0,True,False,True,False,0.6158463385354142,3.6189022497380066,9.580181898829592
A3,1,1,60087,61,61,0,True,False,True,False,0.6548387096774193,4.553239607838469,7.438539747539668
A3,1,1,60088,250,250,0,False,True,True,False,-0.2415824893198291,4.542463300537807,13.988838333275329
A3,1,1,60089,250,250,0,False,True,True,False,0.4977500115681964,5.663488239549279,8.902289266929548
A3,1,1,60090,69,69,0,True,False,True,False,-0.05290464011691634,4.1122689495566185,17.19835654848313
A3,1,1,60091,44,44,0,True,False,True,False,0.6952783650458069,7.226307794245203,34.49196859494543
A3,1,1,60092,58,58,0,True,False,True,False,0.31188286320711195,5.789349284809354,7.118925172087372
A3,1,1,60093,51,51,0,True,False,True,False,0.7676923076923077,3.7321569175072966,7.166217511929448
A3,1,1,60094,38,38,0,True,False,True,False,0.8190173979647664,3.7045768600848494,8.444910403883997
A3,1,1,60095,98,98,0,True,False,True,False,0.3735121039981128,7.454716914523971,10.336469102709625
A3,1,1,60096,42,42,0,True,False,True,False,-0.16133214488291064,3.3879531440846744,12.41801901482902
A3,1,1,60097,250,250,0,False,True,True,False,-0.013349205587289395,4.442552539829357,1.9525960051766513
A3,1,1,60098,34,34,0,True,False,True,False,0.45790679908326964,6.994257888212179,8.993381450783488
A3,1,1,60099,50,50,0,True,False,True,False,0.22823529411764704,4.7570055719835675,14.745922194000464
A3,2,2,60000,250,250,0,False,True,True,False,0.2730502568041088,4.606640918033482,8.239153380656774
A3,2,2,60001,69,69,0,True,False,True,False,0.561015710632079,8.626862448436912,23.148568200872713
A3,2,2,60002,250,250,0,False,True,True,False,0.7420361925790812,8.666657273203205,27.107076449334137
A3,2,2,60003,65,65,0,True,False,True,False,-0.33811188811188814,7.77710827862378,19.713928377512865
A3,2,2,60004,55,55,0,True,False,True,False,0.0027417027417027426,6.361840550984259,41.336817457029625
A3,2,2,60005,65,65,0,True,False,True,False,0.5757867132867133,5.94483605190913,34.690363006658394
A3,2,2,60006,250,250,0,False,True,True,False,0.7830122528728087,7.835953621676353,20.197414635119912
A3,2,2,60007,77,77,0,True,False,True,False,-0.015589673484410326,9.45023534779841,27.862181906004437
A3,2,2,60008,57,57,0,True,False,True,False,-0.20203526056520613,3.8131091050972477,12.362541714599217
A3,2,2,60009,250,250,0,False,True,True,False,0.09368416687089233,3.34327487931884,4.700737528496928
A3,2,2,60010,250,250,0,False,True,True,False,0.6099956799308789,8.100486895288991,14.108629313038413
A3,2,2,60011,32,32,0,True,False,True,False,-0.2111436950146627,4.129206632134086,15.960237811765701
A3,2,2,60012,49,49,0,True,False,True,False,0.7062244897959183,6.648529447783241,21.5957331950296
A3,2,2,60013,54,54,0,True,False,True,False,-0.12635791881074898,3.747450123637709,18.072366400844963
A3,2,2,60014,58,58,0,True,False,True,False,-0.2539296810114123,3.4333827279966744,7.082825480801098
A3,2,2,60015,62,62,0,True,False,True,False,0.4601999445997331,7.764831621796688,22.85301885411978
A3,2,2,60016,250,250,0,False,True,True,False,-0.31636109912343385,2.865236141449334,7.14757142776986
A3,2,2,60017,85,85,0,True,False,True,False,0.5277506351377761,7.540772125848054,14.762168302992595
A3,2,2,60018,250,250,0,False,True,True,False,0.18623645178322853,8.335567315033607,16.11722333971032
A3,2,2,60019,84,84,0,True,False,True,False,0.5632277007188418,7.791406895634405,15.789386354956736
A3,2,2,60020,47,47,0,True,False,True,False,-0.01931082331174838,6.783356731008535,20.07746432376844
A3,2,2,60021,250,250,0,False,True,True,False,0.691941823069169,3.7451934799710083,5.3306756614140784
A3,2,2,60022,98,98,0,True,False,True,False,0.17115187218279998,7.922604327793456,21.682278728848537
A3,2,2,60023,43,43,0,True,False,True,False,0.3714889761401389,3.397218275972196,73.7807223329414
A3,2,2,60024,250,250,0,False,True,True,False,0.45289723035568563,3.882419387867058,5.990806011529959
A3,2,2,60025,91,91,0,True,False,True,False,0.33978340500079635,5.9783644464107235,17.58376627200426
A3,2,2,60026,61,61,0,True,False,True,False,0.8139079851930194,5.779665383834156,7.247853835587847
A3,2,2,60027,40,40,0,True,False,True,False,-0.2786116322701689,5.703878438981082,8.702318730526548
A3,2,2,60028,39,39,0,True,False,True,False,-0.33522267206477735,4.412361201453682,7.631311727814859
A3,2,2,60029,100,100,0,True,False,True,False,0.6419321932193218,8.504631373490714,22.146149947929274
A3,2,2,60030,97,97,0,True,False,True,False,0.21378602987586784,7.523760102044938,12.539582510464545
A3,2,2,60031,62,62,0,True,False,True,False,0.20812873007479038,5.952821170142936,29.527736118502503
A3,2,2,60032,250,250,0,False,True,True,False,0.29607910526568426,6.8300895521131775,15.939795643035392
A3,2,2,60033,55,55,0,True,False,True,False,0.7662337662337664,6.94375781548901,17.346356026161562
A3,2,2,60034,250,250,0,False,True,True,False,0.3163661498583977,4.609365111307641,1.6432085971751587
A3,2,2,60035,60,60,0,True,False,True,False,0.7844956932481246,6.026408707130317,16.654194974191505
A3,2,2,60036,113,113,0,True,False,True,False,0.5621631512409342,5.510797574040698,18.02645009426008
A3,2,2,60037,102,102,0,True,False,True,False,0.0648059666046559,8.387151280444197,24.653500753080493
A3,2,2,60038,250,250,0,False,True,True,False,-0.11787891305831674,3.7638052109577567,7.494014374889051
A3,2,2,60039,76,76,0,True,False,True,False,0.07023923444976077,7.979139650445437,15.564311584857528
A3,2,2,60040,250,250,0,False,True,True,False,-0.14183576860476785,4.643720260782073,1.5065232551355834
A3,2,2,60041,250,250,0,False,True,True,False,-0.5160209283348534,3.6624274276129323,0.772363043487232
A3,2,2,60042,44,44,0,True,False,True,False,0.2188865398167724,3.285859382279825,5.933029691208402
A3,2,2,60043,73,73,0,True,False,True,False,-0.23303097618166113,3.741497950615673,15.669760343609752
A3,2,2,60044,250,250,0,False,True,True,False,0.4031123697979167,8.577332643692344,39.92634260699923
A3,2,2,60045,250,250,0,False,True,True,False,0.8843885920200982,7.1328147101400265,13.791152010579978
A3,2,2,60046,89,89,0,True,False,True,False,0.7270684371807968,8.419572104121123,20.389987171892383
A3,2,2,60047,49,49,0,True,False,True,False,-0.08520408163265306,7.070615874895332,21.60236133110426
A3,2,2,60048,250,250,0,False,True,True,False,-0.4565760092161475,3.511043939325964,7.326072553584007
A3,2,2,60049,250,250,0,False,True,True,False,0.044017021733195445,3.4068601415899114,1.0581157080777317
A3,2,2,60050,33,33,0,True,False,True,False,0.28241978609625673,6.3710647879885505,8.566831144671918
A3,2,2,60051,65,65,0,True,False,True,False,-0.07355769230769231,3.3876783216733286,12.550898719296839
A3,2,2,60052,250,250,0,False,True,True,False,0.08090433446935151,7.8010643330479015,15.132407130573448
A3,2,2,60053,250,250,0,False,True,True,False,0.5350753132050112,2.974551259806283,3.270847512971627
A3,2,2,60054,250,250,0,False,True,True,False,0.60589833437335,8.598979549882314,20.66293203187239
A3,2,2,60055,250,250,0,False,True,True,False,0.39587923006768105,8.021799944759323,17.6017129295918
A3,2,2,60056,60,60,0,True,False,True,False,-0.10313976104473467,7.740349042666343,17.95357372733817
A3,2,2,60057,88,88,0,True,False,True,False,-0.2426649290268043,3.729905773428205,17.88236427526791
A3,2,2,60058,89,89,0,True,False,True,False,0.302059925093633,3.272017576190052,3.461553656276178
A3,2,2,60059,57,57,0,True,False,True,False,0.2949831475239824,7.657887337537346,17.226596347623214
A3,2,2,60060,84,84,0,True,False,True,False,-0.019135364989369245,7.684180354473066,37.050623128407054
A3,2,2,60061,37,37,0,True,False,True,False,-0.3956851588430535,4.488121657902625,17.391324740752054
A3,2,2,60062,66,66,0,True,False,True,False,0.5860557353094668,4.227097292089681,6.262947059244679
A3,2,2,60063,58,58,0,True,False,True,False,0.6130917592051432,6.893981248776209,23.3638197297145
A3,2,2,60064,40,40,0,True,False,True,False,-0.2230769230769231,4.990030807466752,8.755452020225077
A3,2,2,60065,75,75,0,True,False,True,False,0.3770412517780939,8.408898495728078,26.88045069815039
A3,2,2,60066,56,56,0,True,False,True,False,0.4319207108680793,6.864659988077569,16.117887958621864
A3,2,2,60067,250,250,0,False,True,True,False,-0.49562252196035134,3.04644956901073,5.866634870267525
A3,2,2,60068,75,75,0,True,False,True,False,0.11743954480796585,6.467116760448265,21.07374225488003
A3,2,2,60069,43,43,0,True,False,True,False,-0.0030202355783751134,3.7118227754215876,5.674537610769495
A3,2,2,60070,250,250,0,False,True,True,False,0.15812950607209716,2.715946237781966,5.84745489863897
A3,2,2,60071,250,250,0,False,True,True,False,0.2568230237884407,4.1489776483001535,1.8497671970286576
A3,2,2,60072,250,250,0,False,True,True,False,0.650684202947247,2.8808171911322673,1.617228066820097
A3,2,2,60073,56,56,0,True,False,True,False,0.4495557074504444,7.049289895584796,7.87738278002506
A3,2,2,60074,75,75,0,True,False,True,False,0.1361877667140825,7.0585861708910995,24.747622077161353
A3,2,2,60075,250,250,0,False,True,True,False,0.93069052574101,6.858063229369998,11.899166121744543
A3,2,2,60076,45,45,0,True,False,True,False,-0.042292490118577074,6.45944851143743,15.139088481713918
A3,2,2,60077,59,59,0,True,False,True,False,-0.09836353009935711,6.302967424704836,23.29384611875355
A3,2,2,60078,250,250,0,False,True,True,False,0.4769527134712489,4.136881174761985,0.6830128881957758
A3,2,2,60079,86,86,0,True,False,True,False,0.574829001367989,7.088050974949482,16.333868859548872
A3,2,2,60080,250,250,0,False,True,True,False,0.18288945423126768,2.7294391444058452,8.422340281649927
A3,2,2,60081,70,70,0,True,False,True,False,0.6332429358761263,8.165527660086425,36.15792837718411
A3,2,2,60082,59,59,0,True,False,True,False,0.48497954412624195,2.9911781412571683,5.608537628080138
A3,2,2,60083,250,250,0,False,True,True,False,-0.32715646413153243,3.2521176347113623,0.5787473838786876
A3,2,2,60084,250,250,0,False,True,True,False,0.6110650831811572,3.228538714988826,6.298565418618098
A3,2,2,60085,37,37,0,True,False,True,False,0.4395448079658606,4.355541101334364,12.809126416433338
A3,2,2,60086,250,250,0,False,True,True,False,0.10641002256036096,3.072609477708764,3.0922846582437806
A3,2,2,60087,250,250,0,False,True,True,False,-0.04823588876508841,6.709013088442807,20.59673611249744
A3,2,2,60088,66,66,0,True,False,True,False,0.7566016073478761,8.402155141730093,20.806405953730575
A3,2,2,60089,250,250,0,False,True,True,False,-0.12280712533616393,4.762696953275485,10.52424046066094
A3,2,2,60090,53,53,0,True,False,True,False,0.6336074826640864,5.804695909296938,17.798127327678753
A3,2,2,60091,51,51,0,True,False,True,False,0.5459728506787329,3.833638658900807,18.314889809294332
A3,2,2,60092,250,250,0,False,True,True,False,0.8638688357642045,4.377474014658697,7.03375626107956
A3,2,2,60093,250,250,0,False,True,True,False,0.696378513465616,4.0596919890486465,3.561013518544817
A3,2,2,60094,250,250,0,False,True,True,False,-0.5932623668037845,5.996255142544913,11.73542226817338
A3,2,2,60095,83,83,0,True,False,True,False,0.1692624155157214,5.620667464052428,17.723397755633073
A3,2,2,60096,45,45,0,True,False,True,False,0.31607378129117253,3.6838295442659863,8.05786506289628
A3,2,2,60097,71,71,0,True,False,True,False,-0.027665995975855125,3.868842548972984,7.673635543411429
A3,2,2,60098,43,43,0,True,False,True,False,0.30821504077318035,3.3835348424101803,7.6094910205839135
A3,2,2,60099,250,250,0,False,True,True,False,0.6252239359565847,7.557527635324643,13.990978395593299
A3,3,3,60000,250,250,0,False,True,True,False,0.11185369365909854,4.315783918337772,5.993833372180362
A3,3,3,60001,250,250,0,False,True,True,False,0.08876570825133201,7.065837276403942,0.9129827212016188
A3,3,3,60002,250,250,0,False,True,True,False,0.6104372869965919,5.6638797664421014,15.630282425489705
A3,3,3,60003,59,59,0,True,False,True,False,0.3210403272939802,5.563733705551645,14.691293931148257
A3,3,3,60004,41,41,0,True,False,True,False,0.3982578397212544,4.692422303059638,48.06903456900988
A3,3,3,60005,88,88,0,True,False,True,False,-0.1317142756507344,5.58929460688617,17.79556801360395
A3,3,3,60006,60,60,0,True,False,True,False,0.31292025562656295,5.902607586781567,8.082157798716906
A3,3,3,60007,250,250,0,False,True,True,False,0.21704756876110018,8.296140493656718,2.0247459163938606
A3,3,3,60008,54,54,0,True,False,True,False,0.07489994282447111,3.940014550940049,8.046197274748906
A3,3,3,60009,63,63,0,True,False,True,False,0.7065572196620584,2.6022537368500536,10.806151081815345
A3,3,3,60010,250,250,0,False,True,True,False,-0.5022163878877619,4.59661191591862,3.012860875414561
A3,3,3,60011,31,31,0,True,False,True,False,0.24274193548387096,4.383645960507992,17.0078559270641
A3,3,3,60012,36,36,0,True,False,True,False,0.050965250965250966,4.053397649165733,7.218183144939547
A3,3,3,60013,72,72,0,True,False,True,False,0.03160974982313976,2.8811230206379097,11.16725611139482
A3,3,3,60014,250,250,0,False,True,True,False,-0.17969855702806933,3.481310426401306,3.840608580682778
A3,3,3,60015,97,97,0,True,False,True,False,0.5652219650746897,4.526471714769354,9.303480827427244
A3,3,3,60016,250,250,0,False,True,True,False,0.4170287524600393,3.3632711289320065,2.885558401634616
A3,3,3,60017,250,250,0,False,True,True,False,0.44916238659818547,6.447911998586314,7.520643752533572
A3,3,3,60018,59,59,0,True,False,True,False,0.27977790765634136,6.9717469050135294,19.861978462014832
A3,3,3,60019,70,70,0,True,False,True,False,-0.09299273904295337,6.4477308702646905,2.199257897213216
A3,3,3,60020,42,42,0,True,False,True,False,0.5878778056883559,5.454491353908034,13.58474886014255
A3,3,3,60021,250,250,0,False,True,True,False,0.5912054912878605,4.039051620728239,2.648757331620275
A3,3,3,60022,67,67,0,True,False,True,False,0.3034958895362759,6.5058286241469965,16.893203248624584
A3,3,3,60023,250,250,0,False,True,True,False,0.31406959001757623,3.333388672470985,2.9962055646041077
A3,3,3,60024,250,250,0,False,True,True,False,-0.09310958575337205,3.588025274025445,3.661284267499103
A3,3,3,60025,80,80,0,True,False,True,False,0.17597280825128928,5.227324474425732,10.11213471760001
A3,3,3,60026,24,24,0,True,False,True,False,-0.07739130434782608,3.644593943912146,4.608551196649224
A3,3,3,60027,250,250,0,False,True,True,False,-0.09730943192711093,3.2194226654065585,2.7617304253948216
A3,3,3,60028,38,38,0,True,False,True,False,0.2988291935660357,3.755756970521824,9.05117855873744
A3,3,3,60029,66,66,0,True,False,True,False,0.47850955015134133,6.165393609978617,12.444565281901745
A3,3,3,60030,250,250,0,False,True,True,False,-0.5404352709643353,3.5495557052454068,3.652807315836203
A3,3,3,60031,60,60,0,True,False,True,False,0.5750486246179495,3.59696512703303,21.2595347349203
A3,3,3,60032,126,126,0,True,False,True,False,0.5897652793400826,4.144698736627446,9.592626129366717
A3,3,3,60033,101,101,0,True,False,True,False,0.3891788002329645,4.784925476749941,6.963165809762319
A3,3,3,60034,54,54,0,True,False,True,False,0.1082904516866781,3.527429990826503,8.54217329974098
A3,3,3,60035,69,69,0,True,False,True,False,0.3152721958348557,4.664019353335215,7.265685738739906
A3,3,3,60036,115,115,0,True,False,True,False,0.35560640732265447,4.04891347582822,12.629564400443916
A3,3,3,60037,93,93,0,True,False,True,False,0.3432007400555041,6.807606948836811,20.91508434237766
